timestamp,symbol,strategy,mode,open_positions,unrealized_pnl,realized_pnl,account_balance,equity,max_drawdown,trades_today,avg_slippage,last_error
2025-10-02T05:02:24.870941,ETH/USDT:USDT,hybrid_mix,paper,0,21.590619362226107,21.590619362226107,1000,1021.5906193622261,0.011597524199463971,8,0.0,
2025-10-02T05:04:10.470158,ETH/USDT:USDT,hybrid_mix,paper,0,21.590619362226107,21.590619362226107,1000,1021.5906193622261,0.011597524199463971,8,0.0,
2025-10-02T05:04:14.207756,ETH/USDT:USDT,hybrid_mix,paper,0,21.590619362226107,21.590619362226107,1000,1021.5906193622261,0.011597524199463971,8,0.0,
2025-10-02T05:06:23.169148,ETH/USDT:USDT,hybrid_mix,paper,0,21.590619362226107,21.590619362226107,1000,1021.5906193622261,0.011597524199463971,8,0.0,
2025-10-03T00:36:04.036395,ETH/USDT:USDT,hybrid_mix,paper,0,21.590619362226107,21.590619362226107,1000,1021.5906193622261,0.011597524199463971,8,0.0,
2025-10-03T00:45:37.754000,ETH/USDT:USDT,hybrid_mix,paper,0,21.590619362226107,21.590619362226107,1000,1021.5906193622261,0.011597524199463971,8,0.0,
2025-10-03T00:50:27.726940,ETH/USDT:USDT,hybrid_mix,paper,0,21.590619362226107,21.590619362226107,1000,1021.5906193622261,0.011597524199463971,8,0.0,
2025-10-03T00:53:04.074252,ETH/USDT:USDT,hybrid_mix,paper,0,21.590619362226107,21.590619362226107,1000,1021.5906193622261,0.011597524199463971,8,0.0,
2025-10-03T01:07:36.199589,ETH/USDT:USDT,hybrid_mix,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T01:07:40.275134,BTC/USDT:USDT,test,,0,0,0,1000,1000.0,0,0,0.0,
2025-10-03T02:25:31.226099,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:25:32.327807,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:25:33.404153,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:25:34.445667,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:25:35.501579,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:25:36.522474,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:25:37.538141,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:25:38.570975,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:25:39.613444,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:25:40.677143,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:25:41.707198,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:25:42.730992,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:25:43.788656,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:25:44.839988,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:25:45.921553,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:25:46.952598,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:25:48.005529,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:25:49.033305,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:25:50.077862,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:25:51.124708,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:25:52.171435,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:25:53.218110,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:25:54.279267,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:25:55.325313,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:25:56.364628,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:25:57.866594,BTC/USDT:USDT,test,,0,0,0,1000,1000.0,0,0,0.0,
2025-10-03T02:27:38.800319,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:27:39.857063,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:27:40.938835,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:27:41.981396,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:27:43.027124,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:27:44.079967,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:27:45.160566,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:27:46.188539,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:27:47.224364,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:27:48.250917,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:27:49.268469,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:27:50.321851,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:27:51.369032,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:27:52.399685,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:27:53.470124,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:27:54.554859,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:27:55.611611,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:27:56.652549,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:27:57.701528,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:27:58.741027,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:27:59.775658,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:28:00.823925,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:28:01.866272,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:28:02.958472,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:28:03.995824,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:28:05.531266,BTC/USDT:USDT,test,,0,0,0,1000,1000.0,0,0,0.0,
2025-10-03T02:29:57.172898,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:29:58.230645,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:29:59.278551,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:30:00.346272,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:30:01.384054,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:30:02.501345,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:30:03.565890,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:30:04.644876,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:30:05.749141,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:30:06.816075,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:30:07.872739,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:30:08.926091,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:30:09.993821,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:30:11.039009,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:30:12.171472,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:30:13.282963,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:30:14.425687,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:30:15.506747,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:30:16.661441,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:30:17.829962,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:30:18.923159,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:30:19.985956,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:30:21.051195,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:30:22.103035,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:30:23.149723,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:30:24.677085,BTC/USDT:USDT,test,,0,0,0,1000,1000.0,0,0,0.0,
2025-10-03T02:33:22.383274,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:33:23.463536,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:33:24.527796,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:33:25.594233,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:33:26.639776,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:33:27.675445,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:33:28.771693,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:33:29.810123,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:33:30.882690,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:33:31.909438,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:33:32.944386,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:33:33.994290,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:33:35.008645,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:33:36.050714,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:33:37.092021,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:33:38.144149,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
2025-10-03T02:33:39.176676,,,paper,0,57.62773439240641,57.62773439240641,1000,1057.6277343924064,0.016620624065938946,9,0.0,
